aircraft_type,component_type,aircraft_age_cycles,flight_duration_hr,cabin_temperature,humidity,passenger_load,cycles_since_install,wear_index,malfunction_count,malfunction_severity,environmental_stress,weibull_hazard_proxy,failure_next_n_flights,remaining_flights_estimate,urgency_class
E195-E2,lavatory_sensor,14981,3.31,24.76,31.34,157,1047,29.63,2,0.0,1.2,0.0763,0,52,OK
A320neo,lavatory_sensor,23401,1.52,17.82,46.17,109,3535,26.61,2,4.78,1.99,0.6324,0,7,SOON
A320neo,ife_display,15658,4.96,24.31,41.21,122,2721,34.63,5,8.44,1.47,0.53,0,0,CRITICAL
B737-800,lavatory_sensor,22929,4.37,16.86,15.11,117,253,37.83,2,3.49,0.0,0.0042,0,44,OK
B737-800,ife_display,23479,5.14,20.12,28.92,156,673,54.91,1,8.97,0.0,0.0313,0,20,PLAN
B737-800,lavatory_sensor,7318,4.21,21.27,32.71,173,256,45.18,0,0.0,2.96,0.0054,0,53,OK
A320neo,lavatory_sensor,15266,2.03,27.81,35.79,167,3272,36.28,1,4.01,1.42,0.6378,1,18,PLAN
B737-800,lavatory_sensor,23949,2.88,20.87,51.24,90,2595,29.83,2,5.6,3.39,0.4495,1,7,SOON
A321,cabin_light_driver,19527,2.68,18.7,73.23,120,3830,35.35,4,5.71,2.82,0.6499,1,7,SOON
A320neo,galley_chiller,9050,1.06,24.46,12.0,164,1385,37.85,0,4.08,0.0,0.1667,1,27,OK
A320neo,lavatory_sensor,26277,2.79,22.13,41.35,101,251,34.53,2,2.43,3.39,0.0046,1,46,OK
E195-E2,seat_power_unit,8437,2.49,26.16,38.77,80,1913,60.12,4,4.36,2.97,0.2829,0,28,PLAN
A320neo,ife_display,30812,0.92,18.95,36.01,116,382,72.62,2,5.33,0.0,0.0097,0,35,OK
B737-800,cabin_light_driver,22733,4.8,23.84,43.97,168,644,26.83,1,0.0,1.49,0.0213,0,48,OK
B737-800,lavatory_sensor,11895,1.56,32.88,39.65,166,3241,68.15,1,5.38,4.77,0.8252,1,2,CRITICAL
B737-800,galley_chiller,8286,3.2,22.04,34.02,88,1590,60.48,3,5.24,2.06,0.3165,1,23,PLAN
B737-800,lavatory_sensor,28235,4.51,23.75,38.32,168,3616,51.24,2,5.29,1.46,0.7594,1,0,CRITICAL
E195-E2,galley_chiller,17562,3.68,16.36,44.12,98,2135,75.48,1,5.87,1.67,0.6276,1,12,SOON
A320neo,ife_display,25530,1.68,19.59,43.08,177,2678,44.94,5,9.8,3.29,0.5904,1,7,CRITICAL
A320neo,galley_chiller,26253,3.74,24.84,40.07,152,3429,55.23,1,6.87,3.27,0.9628,1,0,CRITICAL
B737-800,lavatory_sensor,4717,4.38,21.68,31.58,88,1923,50.23,2,2.14,1.6,0.3134,0,28,OK
A321,seat_power_unit,22082,4.83,25.46,69.01,120,1352,48.89,0,7.09,3.44,0.1387,1,31,PLAN
A320neo,ife_display,12223,2.37,24.7,41.95,188,3167,56.26,5,1.07,0.0,0.7391,0,6,SOON
A320neo,cabin_light_driver,28397,1.06,17.73,46.39,132,3415,48.84,2,3.5,0.81,0.5509,1,21,PLAN
A320neo,lavatory_sensor,8977,3.7,27.06,32.41,169,1270,56.39,2,4.61,0.77,0.1575,1,36,PLAN
A320neo,ife_display,3745,1.94,18.03,40.09,178,3385,35.94,3,4.27,1.48,0.7256,1,7,SOON
A320neo,cabin_light_driver,21535,4.49,19.94,40.0,74,4066,36.51,0,3.71,2.38,0.6418,1,13,SOON
E195-E2,seat_power_unit,18366,4.03,23.92,16.97,205,842,35.86,1,3.45,1.78,0.034,1,47,OK
A320neo,cabin_light_driver,18459,4.46,29.27,30.12,118,3485,41.43,0,5.51,3.97,0.6043,1,9,SOON
E195-E2,galley_chiller,10225,5.35,18.98,29.91,185,411,66.24,2,4.03,0.22,0.0084,0,48,OK
E195-E2,cabin_light_driver,16754,3.59,23.59,31.39,137,3644,39.68,1,3.54,1.19,0.5593,0,13,PLAN
A320neo,cabin_light_driver,29990,5.06,23.62,26.23,153,3659,59.74,3,8.04,0.98,0.6455,1,0,CRITICAL
B737-800,lavatory_sensor,24332,3.85,25.63,38.48,122,3513,52.78,1,5.49,0.63,0.7418,1,5,CRITICAL
B737-800,lavatory_sensor,30573,1.74,27.74,53.37,193,1469,40.05,1,3.44,3.02,0.1976,0,32,PLAN
B737-800,lavatory_sensor,12199,4.58,21.38,39.44,87,3828,71.57,4,6.25,1.11,0.858,1,0,CRITICAL
A320neo,galley_chiller,27339,4.09,27.05,25.01,199,2297,61.25,3,8.82,3.58,0.6974,1,0,CRITICAL
A320neo,seat_power_unit,13593,5.4,28.32,26.66,100,320,48.03,4,2.91,2.59,0.0048,0,48,OK
A320neo,galley_chiller,29185,2.02,30.14,33.85,198,3491,46.54,1,2.39,2.21,0.9615,1,0,CRITICAL
B737-800,ife_display,27210,2.43,25.01,22.43,73,3730,49.69,2,3.27,0.35,0.8484,1,0,CRITICAL
E195-E2,lavatory_sensor,7442,4.68,23.63,41.35,71,1284,20.47,4,5.79,2.03,0.1015,1,26,PLAN
B737-800,galley_chiller,30216,1.19,21.1,52.88,83,1064,33.15,2,6.64,2.17,0.0884,0,23,PLAN
B737-800,ife_display,19927,3.81,17.16,31.67,149,2359,56.33,0,1.82,0.66,0.4904,1,19,PLAN
E195-E2,seat_power_unit,24693,3.36,21.89,38.84,108,1511,19.51,0,1.51,2.11,0.0987,0,51,OK
B737-800,seat_power_unit,19128,1.68,23.45,33.28,156,2641,34.54,2,1.94,2.35,0.3828,0,28,PLAN
A320neo,cabin_light_driver,8921,1.66,22.56,31.07,188,1557,40.93,1,2.05,2.03,0.1458,1,39,OK
E195-E2,cabin_light_driver,30569,4.63,25.39,40.09,73,939,97.0,0,2.02,1.78,0.0957,0,42,OK
A321,cabin_light_driver,5976,0.97,17.18,30.7,146,999,60.13,2,0.41,0.77,0.074,1,55,OK
A320neo,galley_chiller,25612,4.34,22.27,29.11,177,2717,67.75,1,3.34,0.53,0.8207,1,6,SOON
A321,ife_display,8699,4.27,30.98,20.19,131,1831,33.51,5,4.06,3.75,0.293,0,20,PLAN
E195-E2,lavatory_sensor,24955,3.89,26.98,38.71,204,121,54.52,4,5.1,2.2,0.0017,1,34,PLAN
A320neo,galley_chiller,14721,2.78,25.46,49.74,166,2102,16.32,5,9.61,0.99,0.3635,0,1,CRITICAL
A321,lavatory_sensor,9469,1.03,24.56,45.78,75,3242,42.05,2,1.43,2.56,0.6583,1,19,PLAN
A320neo,lavatory_sensor,9474,4.59,21.54,54.41,148,660,57.1,1,5.58,2.97,0.0466,0,34,OK
A320neo,ife_display,11812,1.48,16.0,30.58,125,1046,22.48,1,6.75,0.54,0.0584,1,32,PLAN
A320neo,ife_display,28209,2.19,24.83,47.36,89,1512,55.08,0,4.94,4.0,0.2355,1,22,PLAN
B737-800,galley_chiller,24496,5.26,16.0,25.87,207,3805,56.57,3,6.07,0.1,0.979,1,0,CRITICAL
E195-E2,cabin_light_driver,21714,2.29,21.7,45.8,102,1466,37.15,3,7.22,3.2,0.1304,1,21,PLAN
A320neo,cabin_light_driver,20561,2.07,22.99,56.09,82,3444,32.97,2,5.44,1.4,0.5107,1,14,SOON
A320neo,cabin_light_driver,14551,5.38,21.21,43.48,102,2785,35.13,3,6.85,2.01,0.3722,1,11,SOON
A320neo,lavatory_sensor,28222,1.3,31.69,56.28,189,4067,41.75,1,3.96,4.74,0.885,1,0,CRITICAL
A320neo,galley_chiller,10521,1.64,30.3,31.41,156,2406,42.3,1,2.44,3.23,0.678,1,18,SOON
B737-800,lavatory_sensor,29390,2.92,27.13,36.52,188,1340,57.17,4,7.49,3.15,0.1916,1,23,PLAN
B737-800,galley_chiller,13534,4.52,19.3,27.93,136,2953,38.38,2,9.6,0.22,0.7839,1,0,CRITICAL
B737-800,cabin_light_driver,12428,4.97,30.69,38.38,86,425,76.84,1,3.14,3.27,0.0198,0,48,OK
A321,galley_chiller,16224,4.38,25.48,40.97,126,3227,76.71,3,5.49,1.94,0.9628,1,0,CRITICAL
B737-800,ife_display,23909,5.39,19.23,38.29,98,1005,52.25,2,4.5,4.8,0.0935,0,31,PLAN
A320neo,seat_power_unit,22929,0.98,23.13,32.78,150,2754,41.8,4,2.76,1.23,0.4286,1,15,PLAN
A320neo,seat_power_unit,24421,3.75,26.83,32.6,109,2403,38.4,2,2.77,2.22,0.3472,0,30,PLAN
E195-E2,galley_chiller,5319,1.44,20.6,41.8,210,1034,53.7,0,4.35,2.04,0.1005,0,36,OK
B737-800,ife_display,7341,5.09,23.56,36.25,124,2004,56.85,1,3.58,0.0,0.3593,0,27,PLAN
E195-E2,seat_power_unit,26737,5.2,24.27,25.33,115,2088,44.38,1,3.78,1.48,0.267,0,27,PLAN
E195-E2,cabin_light_driver,30460,2.29,18.6,17.13,212,3158,40.92,3,4.9,0.65,0.4573,1,12,SOON
B737-800,seat_power_unit,6397,4.71,21.92,31.45,145,1944,54.35,2,4.09,0.0,0.2417,0,33,PLAN
E195-E2,cabin_light_driver,28296,3.8,18.9,22.8,94,295,49.24,0,1.82,2.55,0.0064,0,55,OK
A321,galley_chiller,10201,1.36,26.47,28.81,139,359,37.7,2,5.68,1.71,0.0046,0,32,OK
A320neo,galley_chiller,30416,3.67,19.37,33.34,106,2744,50.03,2,5.49,0.08,0.762,1,0,CRITICAL
A320neo,seat_power_unit,30819,5.39,24.17,36.39,173,3673,37.11,1,2.17,1.64,0.6466,1,13,SOON
A320neo,cabin_light_driver,20760,2.32,17.44,30.67,153,1818,34.47,2,5.05,0.09,0.1655,0,24,PLAN
A320neo,lavatory_sensor,8163,0.91,18.47,62.1,175,429,47.91,2,3.18,1.56,0.017,1,47,OK
A321,seat_power_unit,25028,5.39,18.27,24.13,206,750,37.66,1,4.93,0.23,0.0251,0,41,OK
B737-800,seat_power_unit,5652,2.8,21.84,51.3,175,4004,34.81,2,4.22,2.08,0.7249,1,15,SOON
B737-800,lavatory_sensor,12225,2.88,23.72,36.21,119,2901,66.82,0,3.91,0.0,0.6294,0,19,SOON
B737-800,cabin_light_driver,20803,4.18,24.46,30.77,99,188,40.94,0,3.52,0.39,0.0022,0,43,OK
A320neo,seat_power_unit,4705,3.68,16.0,44.46,146,1108,81.18,0,3.1,0.9,0.0975,0,43,OK
B737-800,galley_chiller,13886,2.29,22.33,33.02,135,3007,59.28,2,5.49,0.75,0.8795,1,0,CRITICAL
A321,ife_display,25281,1.36,20.0,29.12,115,2611,33.23,1,5.27,1.39,0.4855,0,12,SOON
A320neo,seat_power_unit,5389,4.71,25.14,57.69,187,1221,68.88,0,3.42,3.26,0.1281,1,37,OK
A320neo,galley_chiller,13142,3.12,21.93,13.86,201,2871,35.1,3,5.64,0.0,0.7382,1,4,CRITICAL
A320neo,seat_power_unit,2905,3.99,22.68,35.31,125,3715,83.52,2,3.66,0.0,0.8031,0,7,SOON
A320neo,ife_display,21362,4.86,20.02,40.09,168,3696,52.07,0,0.0,1.51,0.8591,1,14,SOON
B737-800,lavatory_sensor,5032,0.98,29.9,53.49,212,3389,57.77,1,3.81,3.64,0.8092,1,10,SOON
B737-800,ife_display,10723,4.85,17.87,33.62,71,1491,48.56,2,2.02,0.0,0.1807,0,44,OK
B737-800,galley_chiller,17541,4.36,21.4,67.27,122,161,52.79,2,3.88,4.14,0.0007,0,41,OK
A320neo,ife_display,8849,5.26,23.43,46.35,176,1638,43.88,0,1.64,0.76,0.2179,0,40,OK
B737-800,ife_display,9311,1.97,21.99,12.0,142,148,31.34,0,1.91,0.0,0.0006,1,48,OK
B737-800,seat_power_unit,26343,2.38,19.94,22.01,184,2363,54.11,3,3.67,0.0,0.3509,1,22,PLAN
A320neo,seat_power_unit,24726,3.94,16.0,40.61,138,2496,66.45,0,4.07,0.72,0.4377,0,15,PLAN
B737-800,seat_power_unit,5078,5.16,20.23,25.42,79,1440,26.57,2,4.9,1.66,0.0979,1,32,OK
A321,cabin_light_driver,26981,5.47,19.16,44.03,132,664,75.73,2,4.5,1.26,0.0396,0,33,OK
A321,lavatory_sensor,16002,2.82,29.72,33.01,128,2179,58.82,2,6.48,2.71,0.459,1,12,SOON
A320neo,seat_power_unit,6884,3.38,32.06,24.84,192,117,40.14,0,8.71,2.85,0.0009,0,33,OK
A321,galley_chiller,28368,1.68,22.8,27.39,91,1176,39.81,2,5.81,0.85,0.1148,0,24,PLAN
A320neo,ife_display,12303,4.09,17.38,47.37,92,3969,81.55,3,6.48,1.88,0.9591,1,0,CRITICAL
A320neo,seat_power_unit,11984,4.75,25.95,15.75,90,3753,64.9,2,4.8,0.01,0.7662,1,11,SOON
A320neo,cabin_light_driver,6933,4.57,19.08,49.5,152,2616,68.52,3,6.02,1.34,0.4527,0,12,SOON
E195-E2,cabin_light_driver,27793,2.49,20.8,49.82,214,1571,43.48,3,1.93,2.15,0.1571,1,34,PLAN
A320neo,galley_chiller,10884,5.33,20.48,34.35,159,103,58.0,2,0.03,0.57,0.0002,0,53,OK
A321,seat_power_unit,19505,1.45,21.0,22.55,188,2686,54.29,2,0.49,1.92,0.4684,1,26,PLAN
A320neo,galley_chiller,9545,3.17,21.58,44.11,193,2041,44.86,1,3.23,1.33,0.463,0,13,SOON
E195-E2,ife_display,28052,3.45,17.75,32.65,157,2942,49.97,3,7.31,1.34,0.6665,1,6,CRITICAL
B737-800,cabin_light_driver,24989,3.37,20.19,21.33,158,696,67.98,1,4.21,0.21,0.0386,0,30,PLAN
E195-E2,galley_chiller,16985,4.39,27.08,59.0,105,3414,76.79,3,4.75,3.68,0.9891,1,0,CRITICAL
A320neo,galley_chiller,12542,3.7,22.87,28.27,209,3312,43.47,1,5.37,1.56,0.9087,1,0,CRITICAL
A320neo,galley_chiller,21272,1.25,23.5,21.81,184,1789,24.36,3,6.09,0.84,0.2693,1,10,SOON
B737-800,seat_power_unit,16774,1.73,16.0,41.14,196,175,77.58,0,0.76,2.11,0.0015,0,57,OK
A320neo,seat_power_unit,29334,3.35,26.79,37.25,212,1944,77.81,2,5.14,2.88,0.3374,1,25,PLAN
B737-800,ife_display,21803,4.09,20.26,54.35,120,1558,55.21,2,5.8,1.04,0.2317,0,22,PLAN
E195-E2,lavatory_sensor,3566,3.27,27.5,33.81,90,3134,80.27,2,8.08,2.81,0.7922,1,0,CRITICAL
A321,seat_power_unit,25987,2.54,23.62,33.93,194,1021,53.9,1,3.61,0.91,0.0631,0,37,OK
E195-E2,galley_chiller,8238,1.14,20.75,41.69,138,132,31.64,2,7.95,1.18,0.0002,0,26,PLAN
B737-800,cabin_light_driver,11294,4.52,16.29,40.19,208,4022,24.38,1,3.02,4.66,0.5988,0,12,SOON
A320neo,cabin_light_driver,15096,3.19,31.7,40.53,170,1034,24.21,2,8.49,3.09,0.0616,0,25,PLAN
A321,lavatory_sensor,8700,3.38,26.21,40.99,107,375,48.08,2,3.23,2.34,0.0126,0,48,OK
A320neo,ife_display,29373,3.06,26.45,39.81,121,3522,39.61,1,4.91,2.27,0.7995,1,6,SOON
B737-800,ife_display,30392,2.12,30.28,33.42,158,2968,37.58,1,4.27,3.35,0.681,1,8,SOON
A320neo,galley_chiller,7190,2.17,23.9,47.16,127,1145,46.08,1,7.03,1.1,0.1178,1,31,PLAN
A320neo,galley_chiller,11828,1.19,28.41,34.04,110,1991,63.44,0,6.24,2.97,0.5584,1,11,SOON
B737-800,galley_chiller,13255,4.15,21.09,46.85,100,2840,38.15,1,2.47,0.98,0.7609,1,14,SOON
A320neo,lavatory_sensor,21724,2.15,25.95,53.27,164,3358,35.12,5,5.34,3.4,0.6843,1,4,CRITICAL
A320neo,lavatory_sensor,19657,2.27,20.48,30.55,75,1566,39.34,0,7.03,1.04,0.188,0,19,PLAN
B737-800,lavatory_sensor,21915,5.47,20.98,64.45,83,925,64.58,4,5.58,2.94,0.1041,1,28,PLAN
A320neo,lavatory_sensor,3675,2.67,23.39,30.16,76,119,46.74,4,6.87,0.81,0.0014,0,32,PLAN
A321,seat_power_unit,17295,3.25,17.93,30.24,176,3515,53.04,2,2.37,2.31,0.6912,1,12,SOON
A320neo,lavatory_sensor,8747,2.68,24.32,43.94,74,3349,75.95,3,4.41,2.43,0.8041,1,7,SOON
A320neo,cabin_light_driver,9242,2.23,21.75,42.86,130,3899,97.0,0,1.92,1.88,0.8176,1,15,SOON
A320neo,lavatory_sensor,24646,0.93,16.0,38.79,87,3080,59.53,2,5.97,1.83,0.6775,1,4,CRITICAL
B737-800,ife_display,6789,4.83,21.17,47.0,155,920,57.74,3,6.18,2.04,0.0737,0,29,PLAN
E195-E2,galley_chiller,3687,3.08,21.62,40.78,74,1030,26.68,2,7.1,2.08,0.0706,0,29,PLAN
A320neo,lavatory_sensor,16533,4.21,26.41,60.72,73,1040,54.63,1,1.8,3.26,0.1222,1,39,OK
E195-E2,ife_display,23549,5.31,24.14,37.41,129,1911,49.12,1,4.74,3.4,0.3434,1,26,PLAN
B737-800,galley_chiller,17208,0.91,28.79,28.6,170,3953,64.06,1,4.39,2.72,0.9963,0,0,CRITICAL
B737-800,ife_display,7349,4.01,25.08,31.93,85,2851,40.95,2,0.0,3.94,0.6423,1,26,PLAN
B737-800,seat_power_unit,24608,1.45,20.78,43.18,141,1813,51.61,0,4.03,3.74,0.2343,0,28,PLAN
B737-800,cabin_light_driver,13564,3.01,22.77,43.35,187,3039,58.89,4,7.73,1.3,0.5127,1,2,CRITICAL
B737-800,lavatory_sensor,22817,4.8,21.61,40.27,160,3434,82.17,6,9.33,1.77,0.8273,1,0,CRITICAL
A321,galley_chiller,8498,1.23,24.95,28.66,178,1690,76.15,1,4.29,1.46,0.4056,1,22,PLAN
A321,lavatory_sensor,28519,5.45,23.24,50.2,115,3463,70.79,1,5.24,3.05,0.8258,1,3,CRITICAL
A320neo,seat_power_unit,10796,3.57,20.49,59.31,206,134,61.09,4,6.38,2.94,0.0011,1,37,PLAN
A320neo,galley_chiller,30178,2.72,23.03,38.32,91,1315,40.24,2,3.53,2.51,0.1645,0,21,PLAN
B737-800,lavatory_sensor,13438,0.99,24.84,57.92,157,746,61.08,2,2.69,1.46,0.0607,1,42,OK
A320neo,seat_power_unit,23325,3.6,18.97,47.53,133,782,34.1,3,4.76,1.49,0.0282,1,40,PLAN
A320neo,lavatory_sensor,16958,3.18,24.27,62.41,74,879,44.29,2,3.88,2.95,0.0754,0,30,OK
A320neo,cabin_light_driver,4957,1.89,16.69,43.2,206,1540,80.01,0,3.36,1.15,0.201,0,30,PLAN
A320neo,ife_display,5571,3.16,27.42,39.5,171,2988,57.68,0,2.45,1.21,0.7295,1,12,SOON
B737-800,galley_chiller,14224,0.96,25.11,47.27,103,2451,52.09,4,6.38,3.22,0.7158,1,0,CRITICAL
B737-800,lavatory_sensor,8243,5.5,29.52,33.23,77,1842,54.4,3,2.93,2.13,0.3307,0,26,PLAN
A321,galley_chiller,19968,2.43,18.53,42.48,167,2068,46.31,3,8.19,1.09,0.478,1,0,CRITICAL
A320neo,lavatory_sensor,6690,3.11,27.53,52.64,149,800,9.2,0,0.0,4.36,0.0372,0,52,OK
A321,lavatory_sensor,19443,4.51,26.74,47.01,77,3036,25.24,2,4.15,4.12,0.5545,0,13,SOON
A321,seat_power_unit,8576,4.18,22.27,37.66,212,3110,59.11,2,3.93,0.87,0.5901,1,13,SOON
B737-800,seat_power_unit,7916,4.99,21.49,40.2,174,2277,31.43,1,3.51,0.61,0.2627,0,28,PLAN
B737-800,seat_power_unit,13151,5.23,18.66,46.33,137,3349,46.06,3,3.33,1.22,0.6065,0,17,SOON
A321,seat_power_unit,19239,1.77,17.62,45.97,104,3314,25.91,0,0.48,2.93,0.5199,1,30,PLAN
A321,galley_chiller,14065,2.7,20.0,46.25,109,3309,35.06,2,5.33,3.0,0.8975,1,0,CRITICAL
E195-E2,seat_power_unit,12660,4.06,17.98,41.73,135,479,47.92,5,5.58,1.95,0.0111,1,34,PLAN
B737-800,cabin_light_driver,12394,1.11,29.38,28.93,78,407,64.63,1,4.44,3.01,0.0158,1,41,OK
A321,cabin_light_driver,12357,4.2,16.99,30.68,123,1833,68.24,3,1.88,0.0,0.2378,0,34,PLAN
A321,seat_power_unit,14184,0.92,23.6,43.07,101,290,34.78,1,6.84,2.16,0.003,0,36,OK
A320neo,galley_chiller,26318,5.1,24.74,47.15,86,124,53.52,1,4.21,2.99,0.0003,0,47,OK
E195-E2,lavatory_sensor,19099,4.2,24.43,45.72,88,588,22.34,2,0.0,2.22,0.0216,0,54,OK
A320neo,lavatory_sensor,14698,3.5,24.78,30.57,120,548,49.02,3,5.19,1.38,0.0263,0,34,PLAN
A320neo,ife_display,23937,2.87,26.79,36.34,125,1376,65.16,1,2.9,1.39,0.1967,0,36,PLAN
E195-E2,cabin_light_driver,17672,5.44,21.22,25.08,120,1399,46.79,1,1.71,1.59,0.1258,1,36,OK
B737-800,lavatory_sensor,29562,4.29,23.35,22.69,170,3371,71.68,3,7.07,0.0,0.7595,1,0,CRITICAL
A320neo,lavatory_sensor,18673,4.61,21.83,38.9,145,3702,63.06,2,5.97,1.44,0.8172,0,0,CRITICAL
A320neo,ife_display,8891,4.7,28.21,52.94,97,747,52.34,1,4.37,4.37,0.051,0,36,OK
A320neo,ife_display,18676,1.0,31.4,39.1,210,1595,43.51,3,4.99,5.24,0.2603,0,20,PLAN
B737-800,galley_chiller,24615,1.15,18.22,58.99,175,2113,38.38,1,5.26,3.75,0.525,1,14,SOON
A320neo,ife_display,8810,1.81,16.0,36.19,138,1164,21.76,1,0.91,2.3,0.0794,0,51,OK
E195-E2,cabin_light_driver,8501,3.91,25.28,38.34,77,1396,24.69,3,5.2,1.62,0.0953,0,33,OK
E195-E2,galley_chiller,19704,3.77,27.28,27.1,202,2769,65.91,1,6.58,3.98,0.8839,1,0,CRITICAL
A321,seat_power_unit,27742,2.4,30.83,34.18,177,1778,75.25,2,6.17,4.65,0.3092,0,20,SOON
B737-800,ife_display,12236,5.38,25.95,24.91,136,2902,28.54,0,1.31,0.93,0.5546,0,26,PLAN
A320neo,lavatory_sensor,17092,1.33,28.58,21.0,93,362,49.23,1,4.08,1.7,0.012,0,43,OK
A320neo,cabin_light_driver,21271,4.47,29.64,25.1,85,2004,19.66,1,1.73,3.31,0.1942,0,38,OK
B737-800,ife_display,21511,3.11,28.86,38.94,112,1314,30.42,0,3.48,2.84,0.1309,1,35,OK
A320neo,lavatory_sensor,6908,2.83,26.52,29.9,103,1225,52.68,2,2.95,0.65,0.1396,0,36,OK
A320neo,galley_chiller,13944,1.02,17.87,32.5,100,1952,38.66,1,2.78,1.11,0.3945,0,26,PLAN
A320neo,ife_display,30834,4.25,22.97,42.51,129,1279,13.51,3,5.49,0.0,0.0773,0,28,PLAN
A320neo,ife_display,27856,4.45,24.2,20.96,76,3123,78.94,2,2.99,0.66,0.8086,1,7,SOON
A321,galley_chiller,24571,2.37,22.6,38.89,117,809,47.12,1,2.92,2.03,0.0481,0,44,OK
B737-800,lavatory_sensor,3483,3.28,22.85,47.33,196,3668,28.12,6,7.13,1.78,0.669,1,5,CRITICAL
B737-800,cabin_light_driver,14566,3.69,29.27,48.28,195,1524,50.3,6,3.83,5.07,0.1882,1,27,PLAN
B737-800,galley_chiller,4242,2.59,19.97,43.68,71,2188,46.54,0,3.22,2.55,0.5556,0,24,PLAN
B737-800,seat_power_unit,11298,3.73,26.2,37.43,168,739,55.59,1,0.98,1.26,0.0327,0,41,OK
A321,cabin_light_driver,27190,2.9,24.27,31.14,213,3773,41.88,0,0.76,1.08,0.5951,1,16,SOON
B737-800,cabin_light_driver,13736,4.94,19.57,37.09,153,2657,53.66,1,5.86,0.87,0.3993,0,24,PLAN
A321,cabin_light_driver,7550,4.21,18.69,56.19,126,3169,64.99,1,3.0,2.32,0.6019,0,18,SOON
A320neo,galley_chiller,23138,1.41,16.19,41.0,141,3674,24.27,5,5.26,2.63,0.9205,0,0,CRITICAL
E195-E2,lavatory_sensor,24204,4.58,24.94,36.82,100,4082,35.52,2,5.83,2.23,0.7935,1,7,CRITICAL
A320neo,lavatory_sensor,21282,2.45,22.75,44.2,127,1087,63.11,4,8.31,1.17,0.1203,0,25,PLAN
A320neo,lavatory_sensor,25614,5.2,19.7,38.55,205,1388,38.08,3,5.3,1.64,0.1504,1,25,PLAN
A320neo,cabin_light_driver,22599,3.68,16.0,40.48,158,1038,46.53,0,5.04,0.89,0.0691,0,37,OK
A321,cabin_light_driver,20697,1.03,24.73,35.29,132,2086,39.53,2,3.31,1.05,0.2365,0,32,PLAN
A321,ife_display,27869,4.28,22.31,33.44,88,3688,40.66,1,3.85,2.48,0.8287,1,12,SOON
A321,seat_power_unit,11940,1.5,20.15,48.96,201,3042,39.13,3,4.86,4.42,0.5448,1,20,SOON
E195-E2,seat_power_unit,15667,4.94,19.14,16.55,93,2354,25.34,0,3.78,1.57,0.2677,0,28,PLAN
A320neo,cabin_light_driver,18678,5.26,22.05,43.26,174,1973,56.27,0,4.94,2.0,0.2616,1,21,PLAN
A321,cabin_light_driver,21680,4.1,24.88,32.76,113,3008,67.12,2,1.65,1.54,0.5438,0,21,PLAN
A320neo,seat_power_unit,16236,3.35,21.68,17.04,110,1948,44.82,0,1.6,0.92,0.228,1,43,OK
B737-800,galley_chiller,15250,3.67,18.25,27.28,94,3652,65.09,0,2.93,0.78,0.9792,1,8,SOON
A320neo,galley_chiller,7462,2.87,22.77,37.6,124,2319,39.16,3,3.7,0.09,0.5427,1,13,SOON
A320neo,galley_chiller,20794,1.28,27.18,39.12,168,2746,38.1,2,5.31,4.29,0.786,1,0,CRITICAL
A321,lavatory_sensor,6286,5.17,23.16,46.14,130,2804,55.39,1,4.14,0.87,0.5764,1,20,SOON
B737-800,ife_display,16190,2.41,23.27,46.89,73,3059,55.69,3,4.96,3.08,0.7522,1,0,CRITICAL
B737-800,ife_display,14333,2.34,21.7,20.99,108,1991,45.97,1,3.03,0.95,0.3318,0,25,PLAN
B737-800,ife_display,24701,1.78,19.44,42.15,93,1623,60.18,1,6.18,3.35,0.2738,1,18,SOON
B737-800,lavatory_sensor,16239,5.47,19.31,46.01,128,1736,24.83,2,4.69,2.71,0.2012,0,27,PLAN
A321,lavatory_sensor,2948,5.24,16.35,40.41,200,3850,42.53,2,4.03,1.03,0.762,1,8,SOON
A320neo,seat_power_unit,17069,2.51,27.72,43.53,209,503,65.37,4,5.52,4.12,0.0172,1,34,PLAN
A320neo,seat_power_unit,8883,2.1,24.85,16.74,214,2903,65.32,2,5.64,0.0,0.5473,0,11,SOON
A320neo,galley_chiller,13517,4.6,23.33,27.11,86,3940,63.05,0,4.19,0.0,0.9893,1,0,CRITICAL
A320neo,ife_display,11159,2.84,24.18,53.03,140,349,66.37,1,2.19,0.82,0.008,0,56,OK
A321,cabin_light_driver,7498,5.35,24.36,34.92,76,2556,41.29,1,6.92,1.22,0.3395,0,15,PLAN
A321,cabin_light_driver,29460,5.05,20.06,62.45,141,2464,17.31,2,5.13,1.51,0.254,0,19,PLAN
B737-800,lavatory_sensor,9950,4.39,21.7,23.94,153,1410,43.34,1,1.68,1.76,0.1659,1,35,OK
A321,seat_power_unit,17098,1.31,21.1,55.2,182,442,59.45,1,0.48,1.13,0.0107,0,56,OK
B737-800,seat_power_unit,26153,4.13,33.05,31.28,118,2797,62.39,3,6.09,3.96,0.6067,1,13,SOON
B737-800,ife_display,13074,5.44,27.08,47.49,75,2169,38.53,5,8.28,2.87,0.4041,1,9,SOON
A320neo,ife_display,29231,2.62,23.67,34.75,135,3096,30.58,1,4.56,1.34,0.6169,0,11,SOON
A320neo,lavatory_sensor,14201,4.96,28.46,39.27,131,417,32.37,5,7.05,2.36,0.0132,1,25,PLAN
B737-800,seat_power_unit,29499,2.78,27.96,44.55,160,3836,38.21,1,4.9,4.32,0.7463,0,0,CRITICAL
