readiness_score,alert_level,dominant_signal,action_category,scenario_id,regime,baseline
53.7,Priority,HIGH,Inventory/Catering,jatm-0988-congestion-delay-heavy,congestion_delay_heavy,inventory_only
83.8,Routine,LOW,Operator oversight,jatm-0989-assistance-readiness,assistance_readiness,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0990-composite-multi-risk,composite_multi_risk,inventory_only
91.1,Routine,LOW,Operator oversight,jatm-0991-low-risk-routine,low_risk_routine,inventory_only
85.9,Routine,LOW,Operator oversight,jatm-0992-maintenance-heavy,maintenance_heavy,inventory_only
53.1,Priority,HIGH,Inventory/Catering,jatm-0993-inventory-heavy,inventory_heavy,inventory_only
59.5,Watch,ELEVATED,Inventory/Catering,jatm-0994-congestion-delay-heavy,congestion_delay_heavy,inventory_only
86.6,Routine,LOW,Operator oversight,jatm-0995-assistance-readiness,assistance_readiness,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0996-composite-multi-risk,composite_multi_risk,inventory_only
89.8,Routine,LOW,Operator oversight,jatm-0997-low-risk-routine,low_risk_routine,inventory_only
81.4,Routine,LOW,Operator oversight,jatm-0998-maintenance-heavy,maintenance_heavy,inventory_only
52.0,Priority,HIGH,Inventory/Catering,jatm-0999-inventory-heavy,inventory_heavy,inventory_only
57.7,Watch,HIGH,Inventory/Catering,jatm-1000-congestion-delay-heavy,congestion_delay_heavy,inventory_only
61.1,Watch,Cleaning,Cleaning,jatm-0001-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0002-maintenance-heavy,maintenance_heavy,bottleneck_only
38.9,Priority,Catering,Catering,jatm-0003-inventory-heavy,inventory_heavy,bottleneck_only
72.7,Watch,Refueling,Refueling,jatm-0004-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
64.3,Watch,Boarding,Boarding,jatm-0005-assistance-readiness,assistance_readiness,bottleneck_only
38.4,Priority,Maintenance,Maintenance,jatm-0006-composite-multi-risk,composite_multi_risk,bottleneck_only
70.2,Watch,Refueling,Refueling,jatm-0007-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0008-maintenance-heavy,maintenance_heavy,bottleneck_only
38.1,Priority,Catering,Catering,jatm-0009-inventory-heavy,inventory_heavy,bottleneck_only
71.3,Watch,Refueling,Refueling,jatm-0010-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
53.8,Priority,Boarding,Boarding,jatm-0011-assistance-readiness,assistance_readiness,bottleneck_only
38.3,Priority,Maintenance,Maintenance,jatm-0012-composite-multi-risk,composite_multi_risk,bottleneck_only
75.6,Routine,Cleaning,Cleaning,jatm-0013-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0014-maintenance-heavy,maintenance_heavy,bottleneck_only
38.7,Priority,Catering,Catering,jatm-0015-inventory-heavy,inventory_heavy,bottleneck_only
44.3,Priority,Boarding,Boarding,jatm-0016-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
49.2,Priority,Boarding,Boarding,jatm-0017-assistance-readiness,assistance_readiness,bottleneck_only
63.7,Watch,Catering,Catering,jatm-0018-composite-multi-risk,composite_multi_risk,bottleneck_only
73.3,Watch,Cleaning,Cleaning,jatm-0019-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0020-maintenance-heavy,maintenance_heavy,bottleneck_only
38.2,Priority,Catering,Catering,jatm-0021-inventory-heavy,inventory_heavy,bottleneck_only
65.2,Watch,Refueling,Refueling,jatm-0022-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
43.9,Priority,Boarding,Boarding,jatm-0023-assistance-readiness,assistance_readiness,bottleneck_only
38.2,Priority,Maintenance,Maintenance,jatm-0024-composite-multi-risk,composite_multi_risk,bottleneck_only
70.7,Watch,Refueling,Refueling,jatm-0025-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0026-maintenance-heavy,maintenance_heavy,bottleneck_only
39.0,Priority,Catering,Catering,jatm-0027-inventory-heavy,inventory_heavy,bottleneck_only
57.2,Watch,Catering,Catering,jatm-0028-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
42.5,Priority,Boarding,Boarding,jatm-0029-assistance-readiness,assistance_readiness,bottleneck_only
38.2,Priority,Maintenance,Maintenance,jatm-0030-composite-multi-risk,composite_multi_risk,bottleneck_only
70.9,Watch,Cleaning,Cleaning,jatm-0031-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0032-maintenance-heavy,maintenance_heavy,bottleneck_only
42.9,Priority,Catering,Catering,jatm-0033-inventory-heavy,inventory_heavy,bottleneck_only
44.4,Priority,Refueling,Refueling,jatm-0034-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
62.8,Watch,Boarding,Boarding,jatm-0035-assistance-readiness,assistance_readiness,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0036-composite-multi-risk,composite_multi_risk,bottleneck_only
74.9,Routine,Refueling,Refueling,jatm-0037-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0038-maintenance-heavy,maintenance_heavy,bottleneck_only
38.1,Priority,Catering,Catering,jatm-0039-inventory-heavy,inventory_heavy,bottleneck_only
71.4,Watch,Refueling,Refueling,jatm-0040-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
46.9,Priority,Boarding,Boarding,jatm-0041-assistance-readiness,assistance_readiness,bottleneck_only
38.1,Priority,Maintenance,Maintenance,jatm-0042-composite-multi-risk,composite_multi_risk,bottleneck_only
67.0,Watch,Cleaning,Cleaning,jatm-0043-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0044-maintenance-heavy,maintenance_heavy,bottleneck_only
57.6,Watch,Catering,Catering,jatm-0045-inventory-heavy,inventory_heavy,bottleneck_only
42.6,Priority,Refueling,Refueling,jatm-0046-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
51.5,Priority,Boarding,Boarding,jatm-0047-assistance-readiness,assistance_readiness,bottleneck_only
38.1,Priority,Maintenance,Maintenance,jatm-0048-composite-multi-risk,composite_multi_risk,bottleneck_only
65.7,Watch,Cleaning,Cleaning,jatm-0049-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0050-maintenance-heavy,maintenance_heavy,bottleneck_only
38.1,Priority,Catering,Catering,jatm-0051-inventory-heavy,inventory_heavy,bottleneck_only
47.3,Priority,Boarding,Boarding,jatm-0052-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
53.4,Priority,Boarding,Boarding,jatm-0053-assistance-readiness,assistance_readiness,bottleneck_only
39.0,Priority,Maintenance,Maintenance,jatm-0054-composite-multi-risk,composite_multi_risk,bottleneck_only
66.5,Watch,Cleaning,Cleaning,jatm-0055-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0056-maintenance-heavy,maintenance_heavy,bottleneck_only
38.9,Priority,Catering,Catering,jatm-0057-inventory-heavy,inventory_heavy,bottleneck_only
68.4,Watch,Boarding,Boarding,jatm-0058-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
52.2,Priority,Boarding,Boarding,jatm-0059-assistance-readiness,assistance_readiness,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0060-composite-multi-risk,composite_multi_risk,bottleneck_only
62.5,Watch,Cleaning,Cleaning,jatm-0061-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0062-maintenance-heavy,maintenance_heavy,bottleneck_only
38.1,Priority,Catering,Catering,jatm-0063-inventory-heavy,inventory_heavy,bottleneck_only
68.1,Watch,Boarding,Boarding,jatm-0064-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
42.6,Priority,Boarding,Boarding,jatm-0065-assistance-readiness,assistance_readiness,bottleneck_only
38.4,Priority,Maintenance,Maintenance,jatm-0066-composite-multi-risk,composite_multi_risk,bottleneck_only
61.7,Watch,Cleaning,Cleaning,jatm-0067-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0068-maintenance-heavy,maintenance_heavy,bottleneck_only
38.1,Priority,Catering,Catering,jatm-0069-inventory-heavy,inventory_heavy,bottleneck_only
71.3,Watch,Boarding,Boarding,jatm-0070-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
59.0,Watch,Boarding,Boarding,jatm-0071-assistance-readiness,assistance_readiness,bottleneck_only
56.5,Watch,Catering,Catering,jatm-0072-composite-multi-risk,composite_multi_risk,bottleneck_only
64.3,Watch,Cleaning,Cleaning,jatm-0073-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0074-maintenance-heavy,maintenance_heavy,bottleneck_only
38.2,Priority,Catering,Catering,jatm-0075-inventory-heavy,inventory_heavy,bottleneck_only
68.9,Watch,Cleaning,Cleaning,jatm-0076-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
57.0,Watch,Boarding,Boarding,jatm-0077-assistance-readiness,assistance_readiness,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0078-composite-multi-risk,composite_multi_risk,bottleneck_only
57.5,Watch,Cleaning,Cleaning,jatm-0079-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0080-maintenance-heavy,maintenance_heavy,bottleneck_only
38.4,Priority,Catering,Catering,jatm-0081-inventory-heavy,inventory_heavy,bottleneck_only
43.4,Priority,Boarding,Boarding,jatm-0082-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
45.4,Priority,Boarding,Boarding,jatm-0083-assistance-readiness,assistance_readiness,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0084-composite-multi-risk,composite_multi_risk,bottleneck_only
80.4,Routine,Refueling,Refueling,jatm-0085-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0086-maintenance-heavy,maintenance_heavy,bottleneck_only
42.3,Priority,Catering,Catering,jatm-0087-inventory-heavy,inventory_heavy,bottleneck_only
69.7,Watch,Boarding,Boarding,jatm-0088-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
48.0,Priority,Boarding,Boarding,jatm-0089-assistance-readiness,assistance_readiness,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0090-composite-multi-risk,composite_multi_risk,bottleneck_only
71.4,Watch,Boarding,Boarding,jatm-0091-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0092-maintenance-heavy,maintenance_heavy,bottleneck_only
38.9,Priority,Catering,Catering,jatm-0093-inventory-heavy,inventory_heavy,bottleneck_only
42.8,Priority,Refueling,Refueling,jatm-0094-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
49.0,Priority,Boarding,Boarding,jatm-0095-assistance-readiness,assistance_readiness,bottleneck_only
38.1,Priority,Maintenance,Maintenance,jatm-0096-composite-multi-risk,composite_multi_risk,bottleneck_only
64.5,Watch,Cleaning,Cleaning,jatm-0097-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0098-maintenance-heavy,maintenance_heavy,bottleneck_only
38.6,Priority,Catering,Catering,jatm-0099-inventory-heavy,inventory_heavy,bottleneck_only
58.1,Watch,Boarding,Boarding,jatm-0100-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
68.9,Watch,Boarding,Boarding,jatm-0101-assistance-readiness,assistance_readiness,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0102-composite-multi-risk,composite_multi_risk,bottleneck_only
63.0,Watch,Cleaning,Cleaning,jatm-0103-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0104-maintenance-heavy,maintenance_heavy,bottleneck_only
40.4,Priority,Catering,Catering,jatm-0105-inventory-heavy,inventory_heavy,bottleneck_only
56.1,Watch,Refueling,Refueling,jatm-0106-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
53.3,Priority,Boarding,Boarding,jatm-0107-assistance-readiness,assistance_readiness,bottleneck_only
48.8,Priority,Maintenance,Maintenance,jatm-0108-composite-multi-risk,composite_multi_risk,bottleneck_only
56.8,Watch,Cleaning,Cleaning,jatm-0109-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0110-maintenance-heavy,maintenance_heavy,bottleneck_only
41.1,Priority,Catering,Catering,jatm-0111-inventory-heavy,inventory_heavy,bottleneck_only
65.3,Watch,Boarding,Boarding,jatm-0112-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
63.3,Watch,Boarding,Boarding,jatm-0113-assistance-readiness,assistance_readiness,bottleneck_only
38.4,Priority,Maintenance,Maintenance,jatm-0114-composite-multi-risk,composite_multi_risk,bottleneck_only
74.0,Watch,Boarding,Boarding,jatm-0115-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0116-maintenance-heavy,maintenance_heavy,bottleneck_only
38.1,Priority,Catering,Catering,jatm-0117-inventory-heavy,inventory_heavy,bottleneck_only
63.1,Watch,Boarding,Boarding,jatm-0118-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
50.6,Priority,Boarding,Boarding,jatm-0119-assistance-readiness,assistance_readiness,bottleneck_only
38.2,Priority,Maintenance,Maintenance,jatm-0120-composite-multi-risk,composite_multi_risk,bottleneck_only
69.4,Watch,Cleaning,Cleaning,jatm-0121-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0122-maintenance-heavy,maintenance_heavy,bottleneck_only
38.1,Priority,Catering,Catering,jatm-0123-inventory-heavy,inventory_heavy,bottleneck_only
44.0,Priority,Boarding,Boarding,jatm-0124-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
56.4,Watch,Boarding,Boarding,jatm-0125-assistance-readiness,assistance_readiness,bottleneck_only
49.6,Priority,Catering,Catering,jatm-0126-composite-multi-risk,composite_multi_risk,bottleneck_only
70.7,Watch,Boarding,Boarding,jatm-0127-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0128-maintenance-heavy,maintenance_heavy,bottleneck_only
45.4,Priority,Catering,Catering,jatm-0129-inventory-heavy,inventory_heavy,bottleneck_only
74.8,Routine,Refueling,Refueling,jatm-0130-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
58.2,Watch,Boarding,Boarding,jatm-0131-assistance-readiness,assistance_readiness,bottleneck_only
67.1,Watch,Catering,Catering,jatm-0132-composite-multi-risk,composite_multi_risk,bottleneck_only
72.4,Watch,Cleaning,Cleaning,jatm-0133-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0134-maintenance-heavy,maintenance_heavy,bottleneck_only
39.4,Priority,Catering,Catering,jatm-0135-inventory-heavy,inventory_heavy,bottleneck_only
72.0,Watch,Cleaning,Cleaning,jatm-0136-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
43.8,Priority,Boarding,Boarding,jatm-0137-assistance-readiness,assistance_readiness,bottleneck_only
42.6,Priority,Catering,Catering,jatm-0138-composite-multi-risk,composite_multi_risk,bottleneck_only
60.0,Watch,Cleaning,Cleaning,jatm-0139-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0140-maintenance-heavy,maintenance_heavy,bottleneck_only
38.9,Priority,Catering,Catering,jatm-0141-inventory-heavy,inventory_heavy,bottleneck_only
46.7,Priority,Boarding,Boarding,jatm-0142-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
56.3,Watch,Boarding,Boarding,jatm-0143-assistance-readiness,assistance_readiness,bottleneck_only
58.9,Watch,Maintenance,Maintenance,jatm-0144-composite-multi-risk,composite_multi_risk,bottleneck_only
68.3,Watch,Cleaning,Cleaning,jatm-0145-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0146-maintenance-heavy,maintenance_heavy,bottleneck_only
38.7,Priority,Catering,Catering,jatm-0147-inventory-heavy,inventory_heavy,bottleneck_only
52.0,Priority,Refueling,Refueling,jatm-0148-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
57.0,Watch,Boarding,Boarding,jatm-0149-assistance-readiness,assistance_readiness,bottleneck_only
39.8,Priority,Maintenance,Maintenance,jatm-0150-composite-multi-risk,composite_multi_risk,bottleneck_only
63.4,Watch,Cleaning,Cleaning,jatm-0151-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0152-maintenance-heavy,maintenance_heavy,bottleneck_only
43.0,Priority,Catering,Catering,jatm-0153-inventory-heavy,inventory_heavy,bottleneck_only
63.7,Watch,Boarding,Boarding,jatm-0154-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
48.4,Priority,Boarding,Boarding,jatm-0155-assistance-readiness,assistance_readiness,bottleneck_only
38.7,Priority,Maintenance,Maintenance,jatm-0156-composite-multi-risk,composite_multi_risk,bottleneck_only
57.0,Watch,Cleaning,Cleaning,jatm-0157-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0158-maintenance-heavy,maintenance_heavy,bottleneck_only
38.6,Priority,Catering,Catering,jatm-0159-inventory-heavy,inventory_heavy,bottleneck_only
66.5,Watch,Boarding,Boarding,jatm-0160-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
63.9,Watch,Boarding,Boarding,jatm-0161-assistance-readiness,assistance_readiness,bottleneck_only
38.1,Priority,Maintenance,Maintenance,jatm-0162-composite-multi-risk,composite_multi_risk,bottleneck_only
65.6,Watch,Boarding,Boarding,jatm-0163-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0164-maintenance-heavy,maintenance_heavy,bottleneck_only
38.5,Priority,Catering,Catering,jatm-0165-inventory-heavy,inventory_heavy,bottleneck_only
54.6,Priority,Refueling,Refueling,jatm-0166-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
55.7,Priority,Boarding,Boarding,jatm-0167-assistance-readiness,assistance_readiness,bottleneck_only
38.7,Priority,Maintenance,Maintenance,jatm-0168-composite-multi-risk,composite_multi_risk,bottleneck_only
